,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
31,New Mexico,2013,902302,511332,69822,118711,1024,50689,5713,143696,160339,155843,165666,90833,92901,38884,48427,584022,34186,16932,32818,24899,23331,15462,19770,149531,1351,23301,20506,69594,157620,221176,181869,111967,59650,56619,5.3,1418183,608677,2.71,2.55,761938,71461,48607,49266,49331,44435,42526,37711,38166,33666,59058,71783,85888,50636,30175,27447,21782,44927.0,2069706,
32,New York,2013,8113270,4019230,236289,711860,1986090,146856,27978,525527,494317,604072,815192,1008729,1236828,706257,2694370,3410021,401652,861737,602073,428393,334723,634184,1241209,195527,3751,299900,296398,1230206,1493871,1357802,1222092,838582,620312,754107,5.0,10817453,8083911,2.76,2.44,7234743,562307,378465,368293,355996,329219,328663,291075,302611,265888,528162,673621,870855,621479,402431,447506,508172,58003.0,19487053,
33,North Carolina,2013,4349023,923301,313001,2203253,175947,81141,36494,890525,899015,708491,635227,425833,333893,173097,246448,2843057,163362,94214,119173,191873,178349,99767,64308,593510,1410,47601,63243,297605,767528,1031548,817721,540083,351384,432310,5.5,6324819,3070700,2.56,2.46,3715565,308049,233359,226409,223581,219810,219623,194444,186057,170325,307289,364901,421138,250549,138810,129924,121297,46334.0,9651380,
34,North Dakota,2013,324712,118975,39069,108392,12009,1572,4607,41485,35996,38741,68066,33702,33378,16216,52521,199152,17365,7090,12103,12894,17635,23550,9552,25256,115,4837,9543,29582,56303,56969,44101,37088,32070,54219,5.6,472460,191587,2.49,1.97,287270,19649,14666,13437,15341,14889,16114,14167,14103,12132,23540,30611,40559,24466,12784,10423,10389,53741.0,689781,
35,Ohio,2013,5124221,3060954,244862,983997,125428,92416,18211,505173,604888,463416,724556,637343,746609,343582,1080443,3510777,236028,226510,228949,245921,206907,105753,161219,200741,1416,64164,73476,346096,702363,1008794,1041601,737522,526577,623628,5.9,7858094,3379174,2.56,2.28,4557655,373100,261060,270398,268849,250520,258685,232556,229128,202222,378176,470029,544600,331225,184861,164848,137398,48308.0,11549590,
36,Oklahoma,2013,1669828,791071,109014,499368,1500,28675,16173,229843,194734,257171,334161,206745,186623,100942,143436,1219987,34434,34207,42069,59977,57594,29602,30240,159559,2159,22472,29827,124710,270698,434807,354942,204622,114470,113280,5.4,2504566,1170793,2.59,2.46,1444081,118074,91714,90034,89853,87602,86433,77337,76581,64415,121277,148117,164184,97016,49446,43173,38825,45339.0,3785742,
37,Oregon,2013,1677363,580354,24824,741687,45828,107585,9038,254233,291069,184719,334435,165307,143461,96196,198905,1070752,73299,48395,73363,73640,62238,51261,80459,139379,4577,36335,56276,141437,298006,346206,299318,203517,131955,164313,5.4,2395406,1386196,2.55,2.41,1516456,113661,82414,85975,86988,83227,81738,77420,75351,68285,126051,158051,189104,116258,64959,57543,49431,50229.0,3868721,
38,Pennsylvania,2013,5565653,2533121,185329,1025755,963801,137885,19565,456718,518872,545895,710217,566585,774073,459271,1514457,3176161,1018136,262815,231557,187336,141133,109481,207736,230205,1093,93733,95378,399161,689326,914426,1217569,829468,597532,729060,6.0,9003930,3298739,2.6,2.21,4958427,345937,271438,274008,273901,260963,258858,233719,235407,211975,410268,507163,619946,396490,226510,223609,208235,52548.0,12731381,
51,Puerto Rico,2013,1524877,1074,12802,189853,222,285,3727,167573,245338,255777,349992,268917,137695,55485,40373,1029331,186146,56018,48220,65135,50417,25495,59794,4264,57,25899,51567,163999,404447,518490,216927,76667,42435,24446,4.7,2584397,1059995,3.0,2.88,1230868,349323,145614,129159,99077,79581,71474,57474,49001,38985,61158,56728,45147,20886,9909,9145,8207,19624.0,3682966,
39,Rhode Island,2013,462516,207902,8584,35965,147768,6823,1002,28719,32974,48708,56014,51450,57777,33416,152456,255756,15650,52529,58288,23614,16852,12630,22385,4717,95,9983,13037,45234,79487,99157,87775,53952,35475,38416,5.3,654157,355551,2.61,2.23,410058,31401,22800,21722,19896,18774,18532,16491,18034,16106,31628,39771,53173,36205,22760,23144,19621,56361.0,1051695,
40,South Carolina,2013,2143464,420250,84780,1220222,27589,19628,18086,445807,433315,364596,340501,206161,157519,71522,105957,1335156,57087,47230,61274,101619,77018,52729,42968,366716,1667,32687,25931,128854,361849,509860,422513,281046,181571,199153,5.5,3150380,1390003,2.56,2.53,1780251,163030,116039,114375,110675,104522,102944,92256,90100,80195,148370,173070,198097,119668,64173,56280,46457,44779.0,4679602,
41,South Dakota,2013,365694,157293,54127,89170,9415,6032,4100,55182,48764,36728,62792,33021,34098,20037,70972,251680,12377,6786,12374,13965,14062,13732,7811,32740,167,4793,10042,29636,59488,64644,55155,46552,37373,58011,5.8,559236,231995,2.54,2.25,323136,21652,18637,16959,18709,18269,19011,17847,16815,15215,29042,35421,43059,23300,10899,9037,9264,49495.0,825198,
42,Tennessee,2013,2821797,828049,112290,1460110,13039,52073,22101,483585,520981,422695,474226,317920,259101,134902,186286,1940145,88138,83531,88024,128378,102628,57574,56170,275398,1811,29462,39199,189999,459280,631125,549501,368017,244368,310846,5.6,4316144,1932941,2.57,2.42,2475195,217711,162115,163411,154926,149273,148757,130505,127984,111394,205600,242613,273220,154961,83821,76238,72666,44298.0,6402387,
43,Texas,2013,10070703,3336495,315477,5128683,10676,40182,123151,2183667,1567641,1765990,1748050,996791,876822,391211,417380,6591371,268816,198363,321106,486933,640396,352185,439963,755004,16566,170127,277668,1057765,1685459,2201444,1866177,1159509,760415,892139,5.3,16470770,8582459,2.93,2.63,8886471,657526,474956,485034,493389,474995,476699,425741,428454,374805,712573,873034,1043060,704772,417690,425006,418737,51900.0,25639373,
45,Utah,2013,988571,754810,20352,93779,1524,11075,10223,218856,183842,131583,176955,73443,76369,38529,78771,679854,59504,31543,44762,33355,44598,32513,24360,37351,731,11919,20714,64171,137598,156588,133324,122715,114832,226710,6.3,2008228,758978,3.23,2.86,886770,45505,34874,38156,41295,40413,43276,40961,43895,42112,81988,108795,130069,79282,44915,38991,32243,58821.0,2813673,
44,Vermont,2013,322915,40794,38281,11902,119422,41810,1255,32399,37046,52602,51207,28754,19891,10844,88917,214397,11933,20099,21139,16235,5760,6413,4766,22093,80,6918,11614,29313,48740,60179,55078,42471,30017,38585,5.6,445743,154887,2.44,2.08,257004,15122,14349,13550,13325,12797,13049,12466,12186,11838,22206,28647,35306,21022,11176,11164,8801,54267.0,625904,
46,Virginia,2013,3381332,1024496,136880,1563389,195317,83353,25238,529762,541405,579435,564717,386432,319191,168643,266509,2100345,364885,56276,92331,157784,192843,70535,162665,182620,1048,44298,57350,233419,490222,598339,573956,446273,371448,566027,6.0,5393456,2465866,2.65,2.49,3022739,173319,125294,128656,127735,127863,134559,124697,131244,118748,233676,297641,389352,279518,186700,213443,230294,63907.0,8100653,
47,Washington,2013,2899538,927248,84011,1404119,71296,116583,22739,482239,503803,404931,500294,286167,231524,149715,318126,1839045,105420,75165,109136,139072,146616,124093,149157,206059,5775,65390,107570,271270,470761,521728,480521,360196,263337,358765,5.5,4361294,2317368,2.63,2.39,2629126,162900,110745,116080,124206,117522,128212,118191,121568,109907,215287,277571,355758,242872,150310,148537,129460,59478.0,6819579,
48,West Virginia,2013,880951,309837,32466,313026,25541,49168,5012,92577,117091,115414,150769,83771,98569,71382,146366,625143,16614,19455,24941,25073,14447,9490,12282,133212,294,11473,11818,48152,140241,196818,181119,121500,81173,88657,5.7,1359702,444412,2.5,2.25,741390,74709,54082,55131,52474,45086,43248,37762,38832,33016,61105,68810,79100,43697,22163,17518,14657,41043.0,1853619,
49,Wisconsin,2013,2626142,1497319,248658,330274,76014,105267,11456,337755,366680,257794,391062,257050,298053,158568,547724,1747423,115196,173829,100247,127426,87150,98455,78642,97373,401,41335,59821,221041,433924,543818,468499,332893,235090,289721,5.5,3974601,1583205,2.55,2.17,2288332,137450,121727,122829,128214,121606,125301,113488,115696,105285,199981,253691,307662,188032,97712,82188,67470,52413.0,5706871,
50,Wyoming,2013,263040,133888,23774,47888,719,12636,2715,39255,31448,39100,58506,22293,25564,12767,31392,174678,10254,6674,11952,9156,6113,5571,2546,35733,363,4380,6986,19468,43545,52356,40659,32683,25669,37294,5.6,396405,159842,2.54,2.4,222846,11125,10612,10770,10936,11358,11390,10221,10421,10275,18977,24805,32050,21770,12039,9535,6562,57406.0,570134,
52,US,2013,133582681,56759450,5731538,41980697,7105111,2439183,775492,19553070,18635462,18601021,21392558,14903042,14601977,7287296,17832763,82489056,7872357,5029541,5902852,6364304,5972277,4703380,6609472,8530211,109231,2579463,3253465,12133457,22302792,27472160,24199269,16362174,11318949,13960952,286.9000000000001,204638219,102515726,137.74,125.63999999999996,116841084,8729687,6360162,6366057,6330783,6009143,6071673,5467541,5514385,4886682,9311122,11550809,14152178,9306785,5582249,5660993,5540835,51757.5,315219560,
0,Alabama,2014,2190638,537139,132287,1140653,3937,20368,30619,367787,403300,331590,377352,256027,198850,100834,124279,1501302,36331,45888,64274,91926,70067,39262,40550,298914,2124,24562,25621,126496,330680,509996,459436,297805,194091,221951,5.7,3288804,1412268,2.58,2.49,1842174,182834,128313,121400,116666,109845,100941,94146,93611,78376,145196,171976,199359,122245,67156,61354,48756,43511.0,4817678,
1,Alaska,2014,307820,121502,3572,28774,78640,15726,3620,51863,43971,77540,75969,27661,16069,6182,4945,193912,23411,15194,21679,14281,9292,9655,5001,15064,331,17830,23825,40628,58633,55939,42525,27944,18515,21981,4.7,460822,240371,2.89,2.61,251678,9365,8930,8966,10043,8876,9764,9557,11225,8768,18474,27600,36982,28223,19129,20893,14883,71829.0,728300,
2,Arizona,2014,2874548,819618,69070,1410538,1612,48019,27103,747623,590854,532789,503176,210707,163759,49247,49290,1826015,140446,40323,98682,122040,146204,74824,111439,303983,10592,63937,102227,289818,514202,650523,531284,337372,195690,189495,5.2,4040616,2373033,2.67,2.72,2387246,183011,124156,131701,135418,132640,134217,121824,125030,107092,200101,241557,282294,178925,106094,96069,87117,49928.0,6561516,
3,Arkansas,2014,1329139,459514,85039,530997,1313,49668,20467,228799,244942,218542,253785,143434,96634,54771,67765,926350,21996,40543,42779,42277,46265,15369,21319,170483,1758,20793,21074,85474,233886,349139,274167,160780,91806,92020,5.4,1928277,937409,2.56,2.47,1132488,103380,85278,80416,76304,72385,70316,62205,59707,51184,93361,104569,113844,67341,35210,31696,25292,41264.0,2947036,
4,California,2014,13781929,8272878,398409,3250222,34168,217723,86387,1649540,1478621,2109495,2504338,1875711,1907537,873498,1296802,8017091,960230,349481,763015,844044,725781,680056,907838,518547,15846,430858,541685,1660132,2652059,2833097,2341530,1524919,906872,890777,5.1,20664063,16587347,2.99,2.91,12617280,732367,645041,600113,602334,568726,569982,532421,525934,472926,921192,1190009,1544981,1134125,747275,870522,959332,61489.0,38066920,
5,Colorado,2014,2238624,1437641,97087,398488,2117,41613,23814,429203,378604,334185,428767,209978,182318,64634,187121,1408086,155702,39825,73758,105568,131880,119855,108722,93719,1509,39923,79326,227437,344909,369484,327655,266895,219236,363759,5.7,3366844,1712845,2.6,2.44,1998314,122079,84229,89229,95537,93153,96814,88918,93185,83295,160263,204968,263329,180627,112904,119480,110304,59448.0,5197580,
8,Connecticut,2014,1490381,444864,45208,208309,613504,29250,7423,104093,113875,193794,200288,199413,232682,104523,334290,882955,79922,120070,133452,81574,55609,52080,72603,11819,297,28779,36392,128508,225290,280757,261834,198918,146743,183160,5.7,2445644,1026889,2.68,2.32,1356206,77857,52951,58103,55854,52701,52975,49170,52402,46636,94563,126014,176629,132302,92388,107942,127719,69899.0,3592053,
6,Delaware,2014,411250,137178,34804,108181,51755,3314,6019,81093,67167,61682,50385,46353,42469,18786,37296,240246,60677,6433,9982,15761,23500,6972,10376,37202,101,3795,3720,24598,50206,70908,80380,63929,49060,64654,6.2,645796,246249,2.66,2.56,339046,19599,13582,15125,15062,16346,16242,14596,15723,14403,28215,35933,46083,31513,19977,19899,16748,60231.0,917060,
7,District of Columbia,2014,300798,158089,2497,96194,6556,26,3273,26293,8966,13111,23410,36905,40789,40871,107180,35925,76489,9051,22135,19822,33410,25158,78590,123,95,19984,21126,66020,57845,37121,31326,21722,17919,27735,4.2,259254,334271,2.33,2.14,267415,27619,11413,9962,10365,8557,9414,8439,10117,7701,16358,21908,29330,23828,16427,21655,34322,69235.0,633736,
9,Florida,2014,9051851,326680,80664,6662094,15546,14611,76950,1868377,1565994,1928376,1658242,876369,675470,202171,199902,4902074,568390,196283,348179,455019,533047,529243,679664,828603,11349,148962,195723,939151,1984322,2144865,1613097,958879,554612,512240,5.1,12441126,6491331,2.61,2.66,7217508,566058,409607,436488,440156,425629,419178,386724,375445,325496,599079,708470,800834,497669,275777,268710,282188,47212.0,19361792,
10,Georgia,2014,4114496,1438662,186761,1857511,7714,35135,41630,956786,874095,712138,585123,375684,260130,122557,186353,2733507,152236,92891,124198,209811,192336,103159,121912,381978,2468,48337,50815,254396,597043,873667,802420,551939,396015,539864,5.8,6252531,3394129,2.75,2.68,3540690,309636,199294,200780,200833,191311,191394,175601,171374,149141,285491,350185,407228,257441,152716,151979,146286,49342.0,9907756,
12,Hawaii,2014,524852,9243,5191,139442,99,1618,5537,73315,77419,81792,124119,78188,46653,19371,18458,282060,43361,14188,23681,33717,26620,28029,72307,781,108,22479,43748,77407,107264,108218,70007,42799,24754,28176,4.6,809728,539244,3.15,2.79,450299,26234,15737,15651,17399,17471,16839,17020,18647,17382,34629,48379,64361,49431,31009,32731,27379,68201.0,1392704,
11,Idaho,2014,675421,300483,28998,191981,11050,45999,8532,151080,127159,71869,130591,47083,48543,29396,61168,493472,19506,16504,30703,19438,13341,11382,10623,59369,1083,10619,17402,48277,105820,136371,113472,83569,62837,97054,5.7,1100540,469538,2.72,2.6,585259,40954,32177,34117,34959,35976,36152,31999,33060,27712,52349,65136,70601,38421,20283,17189,14174,47334.0,1599464,
13,Illinois,2014,5299433,3796896,194800,708187,9755,23945,27258,605369,571276,466769,761766,627790,698218,339178,1201809,3104574,309821,302761,360401,329723,211102,188840,353995,136989,1227,116695,117465,438058,852304,1076215,962643,642379,473495,620179,5.6,8713402,3854845,2.73,2.43,4778633,341784,218422,241021,238363,225405,230485,214192,212469,188045,370521,481821,612247,415323,255780,265693,267062,57166.0,12868747,
14,Indiana,2014,2811617,1520142,178805,692047,23851,55056,27242,369314,410057,282045,398288,323213,321843,172367,507248,2043948,102693,72762,100563,127911,108369,58489,53286,142942,654,35307,41137,186821,402329,609298,565784,384438,257699,328804,5.7,4553002,1800909,2.63,2.37,2492183,182646,135018,145021,143208,141754,145193,132813,132212,116582,214939,267713,311239,181258,97701,78838,66048,48737.0,6542411,
15,Iowa,2014,1348151,781847,163398,239653,9161,20247,15727,159768,145633,97481,198172,144243,147020,79920,360187,996023,50174,31909,45580,49877,51706,46139,24946,51463,334,15507,27945,98125,195425,250309,231888,186449,143092,199411,5.9,2224328,754021,2.51,2.17,1232228,75677,63143,65304,66768,66417,66720,61739,64787,53130,108259,138579,167120,99655,52963,44860,37107,52716.0,3078116,
16,Kansas,2014,1240529,751890,85866,245435,1448,19865,10157,147728,155926,146271,195407,128296,164882,77125,214737,899161,57241,30383,41786,47417,45518,32027,24895,61721,380,23410,23902,87158,174075,238347,214411,166096,130543,182587,5.8,1957936,845889,2.62,2.31,1112335,71267,57127,59192,59968,62710,61512,56635,56228,50758,95581,119653,140116,88569,49431,44231,39357,51872.0,2882946,
17,Kentucky,2014,1938836,650672,110465,859587,17504,50270,21791,296744,336206,254265,326600,216499,186493,94361,205877,1303129,47448,59155,77727,90253,63312,31684,28967,236165,996,25433,30659,134210,321023,445221,368633,242659,161404,209594,5.5,2951743,1301676,2.56,2.37,1702235,168682,119741,114060,106859,99292,96516,86632,85770,74605,135227,164970,186269,111507,60892,47882,43331,43342.0,4383272,
18,Louisiana,2014,1988460,609563,42201,1049474,1173,10062,32865,322356,254917,300452,375998,259462,202802,100236,139372,1293606,61083,77513,84697,66303,57758,39095,41416,264739,2250,25879,35488,154513,348645,500669,396335,240826,144910,141195,5.4,3025462,1447365,2.65,2.5,1718876,172143,119002,116073,103588,95267,92387,81548,79567,69475,126672,154792,189756,124268,70804,65446,58088,44991.0,4601049,
19,Maine,2014,724685,30124,42852,26483,368693,73030,4855,89273,89077,108631,102859,53365,54466,35826,186333,504372,16377,37843,40089,27509,11847,12386,9932,64033,297,18539,25884,69457,128248,146558,126798,86610,56105,66486,5.3,966195,326755,2.45,2.07,553086,38107,35726,32669,32401,32182,32169,26620,27484,24927,46128,58413,70084,40401,21159,18358,16258,48804.0,1328535,
20,Maryland,2014,2399375,960261,68303,855310,222212,29613,23422,295131,342446,377018,349414,288366,286137,141151,296290,1241057,508436,38454,52904,118631,202894,52881,145020,38332,766,27525,38954,182855,308067,355074,412382,336166,271211,467141,6.2,3980274,1767306,2.75,2.49,2155983,111267,71812,71792,76708,76145,80372,75520,80414,74449,156523,213854,289137,228678,162353,191596,195363,74149.0,5887776,
21,Massachusetts,2014,2816875,1261561,72705,361114,770791,42814,16140,212184,209878,303632,327539,292821,323697,165734,965250,1471675,146215,286193,308150,167467,120608,121783,170228,24023,533,65586,85132,282504,444251,514335,496539,344441,261517,322570,5.5,4261696,2148285,2.7,2.24,2538485,154704,132186,114448,105538,95599,101280,90390,92111,84740,171853,230196,322545,248918,177449,201539,214989,67846.0,6657291,
22,Michigan,2014,4532719,2952438,324449,317669,53688,129776,19090,466547,584962,450502,701671,552261,698088,367451,692147,3262082,211262,116964,116039,190503,163537,94415,131079,245882,956,56046,80791,323458,652003,952051,909509,609853,420122,528886,5.7,7110382,2551383,2.6,2.34,3827880,308023,211941,226092,219992,211981,212026,193485,190772,169491,317740,389672,456176,283602,162045,150246,124596,49087.0,9889024,
23,Minnesota,2014,2364149,1412623,212697,341158,55330,54020,18610,345043,322567,307810,369229,231818,245106,114608,409358,1589773,176173,55216,49195,52805,81563,118568,157712,82441,703,36402,66922,217574,332237,366999,354111,304053,260180,425671,6.0,3950287,1297881,2.59,2.2,2115337,117092,93765,97206,96273,94809,97265,92964,96270,86419,171085,228997,299230,201027,121633,115677,105625,60828.0,5383661,
24,Mississippi,2014,1284794,337157,139038,594207,1448,16573,18170,233978,232021,197190,239777,156850,97979,48011,60818,891558,15320,29740,38520,58523,28486,12663,13319,195207,1458,15608,20296,78762,208338,339414,266960,163618,93999,97799,5.4,1989137,900362,2.64,2.65,1092627,122908,85676,81609,72341,68049,63445,58058,55614,44421,85630,99995,109443,61604,32809,27148,23877,39464.0,2984345,
