,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
36,Connecticut,2015,1496056,471195,51915,214414,561996,29530,18665,106952,115216,188603,202428,200220,223289,101273,336813,878416,77999,129962,132389,81155,56842,51500,75726,11446,621,34127,37748,129557,226789,289545,266198,190575,140402,181115,5.6,2403154,1070800,2.7,2.36,1343703,76091,52141,53716,54382,48458,48603,48005,49889,54238,88952,124132,167378,136495,91735,110764,138724,71346.0,3590886,2597.0
34,Delaware,2015,421734,145437,36295,114947,47187,4581,14386,79702,68936,60813,52798,45013,43644,19230,34796,250839,58497,7268,10623,14125,24094,7761,11866,36463,198,4436,4197,24594,49820,71093,80820,64492,53432,68850,6.2,655923,264428,2.63,2.57,352595,19146,11772,14735,18128,14881,17395,17887,15329,13379,29418,36908,52486,31945,18796,22193,18197,61255.0,945934,2416.0
35,District of Columbia,2015,309596,154113,3343,113514,5066,0,9924,26957,9600,13986,22887,36819,40862,36411,110405,37325,77280,11340,21329,18922,35933,24754,82337,108,268,23220,21883,64092,58436,36413,33815,24310,19559,27868,4.3,272208,359811,2.42,2.13,281787,24290,12308,10691,9907,10814,9265,7393,8972,9720,15656,20760,31240,25997,18986,24445,41343,75628.0,672228,1745.0
37,Florida,2015,9210287,325205,71936,6900036,10710,12848,218115,1846331,1607336,1907853,1663537,853741,663236,196897,200535,4957086,558437,207347,380921,469788,557816,529234,699298,838796,11564,177346,197015,921881,2032352,2162549,1630257,951486,588051,549350,5.1,12527413,7313210,2.63,2.71,7463184,548613,387849,423590,460310,416306,425260,393918,369770,339181,621336,758970,849139,533357,295708,311201,328676,49426.0,20271272,52706.0
38,Georgia,2015,4182228,1454703,170705,1976609,5839,31762,110351,918532,877028,745263,588513,377055,256652,113220,174901,2755112,158341,91345,128791,204329,203918,117102,138524,381546,3220,67499,54875,241559,607124,870593,809891,562081,396236,572370,5.8,6234795,3719701,2.76,2.67,3656407,293023,200297,184142,211837,183111,193294,174441,178544,158032,292329,374255,419540,286175,168794,170612,167981,51244.0,10214860,20713.0
40,Hawaii,2015,532413,8107,4349,126207,119,850,12820,76274,73779,81666,123375,77881,47468,19306,17719,278164,49947,13153,22050,34781,29348,28450,74700,1454,366,35474,41197,72405,105418,105339,73462,41786,26553,30779,4.6,818503,569067,3.24,2.94,445936,23431,14298,15293,15164,13731,16542,16852,16700,14892,30955,48599,64879,51173,32445,38040,32942,73486.0,1431603,2125.0
39,Idaho,2015,692482,307083,27508,201596,8511,45444,25153,155883,126428,78263,127291,43351,46983,26937,58016,505010,21580,15858,32213,19417,13854,11404,10467,62021,658,9851,16781,48608,105555,140143,114185,84216,65797,107346,5.7,1136116,488440,2.76,2.63,597421,43535,33146,34795,35743,32301,39695,30669,29798,28414,50601,62587,71618,45802,24015,18858,15844,48275.0,1654930,4177.0
41,Illinois,2015,5317618,3764432,191916,749605,7685,22839,62738,597397,585709,470134,771526,629049,674511,345717,1166702,3110917,308730,305049,354088,344041,202371,200308,355538,135038,1538,151018,113755,421977,847035,1065871,953009,638074,468478,658401,5.6,8465517,4094784,2.7,2.46,4794523,326699,205213,229195,238884,213253,224178,209724,212401,183019,365235,474218,607475,433367,270077,292932,308653,59588.0,12859995,14135.0
42,Indiana,2015,2841450,1517830,177999,726852,18388,51692,63090,360593,426000,285266,399426,315436,311492,166292,501108,2054629,101177,75026,104369,133983,105340,62792,62730,140659,745,37594,43828,194279,408371,610233,542397,389054,264475,351219,5.7,4520296,1910879,2.64,2.39,2515143,168008,126383,139691,141379,140982,142433,135739,131206,116651,215360,268904,313960,195160,104528,91187,83572,50532.0,6619680,12747.0
43,Iowa,2015,1369379,758106,162877,283022,7202,18554,38557,157353,148016,102026,205930,142505,135585,71551,359610,997917,52567,34012,48006,50836,57104,47926,28832,51921,258,21475,30595,102456,206779,244228,233515,175921,144619,209791,5.8,2223133,799791,2.52,2.19,1247249,73157,64033,60543,65270,63398,63551,58372,61008,56127,111835,142918,173284,106610,56383,49121,41639,54736.0,3123899,8246.0
44,Kansas,2015,1253889,731194,86149,265326,1451,19819,32060,149555,161650,148867,184235,129272,157080,69317,216696,910763,53737,31027,48365,46024,47307,30563,27033,58152,918,21350,24050,93107,166872,232905,212397,172440,128684,202084,5.9,1957572,875055,2.65,2.34,1111582,72573,51869,52934,59321,53868,57346,54231,56650,51229,97614,117581,139827,99185,54823,46183,46348,53906.0,2911641,5157.0
45,Kentucky,2015,1957133,643384,104751,889890,15589,46453,52088,300247,329717,254644,340821,207286,176746,91366,197103,1306448,46235,58039,82273,96894,64329,27886,31143,242307,1579,26948,30747,134874,333801,444925,358334,243002,161354,223148,5.5,2896552,1399702,2.54,2.42,1716168,157997,113803,107657,103126,96573,99230,91737,84248,75238,139359,172052,191044,115157,62298,56389,50260,45215.0,4425092,7115.0
46,Louisiana,2015,2024737,599691,37623,1081439,439,11443,75983,311160,264037,292869,369255,265026,201431,91721,138478,1315435,53299,90469,83602,65240,63784,39421,48039,262940,2508,30591,37269,153962,343084,524144,393596,238582,149761,153748,5.4,2992010,1550330,2.67,2.52,1737908,179819,113176,113940,109293,90990,93235,78660,79058,66643,123620,159380,189912,128857,73513,74921,62891,45727.0,4670724,14777.0
47,Maine,2015,729392,37624,50511,35138,336337,70767,11495,91974,85817,106665,104255,55524,49906,35205,186822,511699,16200,36038,42060,25119,12363,12866,11976,60793,278,20061,28427,66340,123590,150261,129887,86158,55186,69482,5.3,965917,327614,2.5,2.07,545226,36243,33109,34341,28658,29093,28909,26646,24677,22323,45026,61890,71281,41977,21930,22102,17021,51494.0,1329328,1729.0
48,Maryland,2015,2434465,968764,72692,883862,197050,29110,64301,293384,349206,378485,349899,291416,277378,131583,287138,1244383,519418,37531,61783,117562,208087,50536,159010,35281,874,38344,46936,171820,322487,354302,409427,332108,274685,484356,6.2,3968442,1897703,2.76,2.56,2177934,107588,68224,69310,73312,75027,82307,73691,82450,72303,156852,215490,292435,229480,163247,207315,208903,75847.0,6006401,11675.0
49,Massachusetts,2015,2845805,1306073,79528,403279,690548,38927,45846,209634,209385,304109,329355,289958,327334,160573,963174,1470161,156818,299890,302736,166726,122579,122452,179424,24271,748,74478,85045,290069,456967,523532,492728,343861,255605,323520,5.5,4294617,2247722,2.72,2.29,2559951,154491,124961,105362,98489,92936,101287,88652,87266,84058,172202,230919,309808,264100,176557,213350,255513,70628.0,6794422,6437.0
50,Michigan,2015,4550324,2958300,314724,356677,45398,129857,58662,454174,594130,452511,691303,544607,692470,359895,691412,3289353,205695,109983,120479,192459,167103,91882,140189,232224,957,66096,88312,332312,641517,927030,915316,601248,425563,552930,5.7,7058371,2637020,2.6,2.31,3858532,295663,198423,208038,215407,195954,213575,188915,195129,170308,321771,401240,463728,299875,171344,169000,150162,51084.0,9922576,11160.0
51,Minnesota,2015,2397081,1420349,225549,366326,41930,51735,50521,346114,333190,305664,363551,239908,240316,108783,399005,1604871,178721,55617,48898,54381,78785,123780,169026,81910,1092,51242,69879,207559,336573,351607,355613,297308,262752,464548,6.0,3963461,1392162,2.6,2.23,2147262,103958,85245,90590,99911,87855,95514,96033,93558,87188,169795,235451,301391,211598,130076,137225,121874,63488.0,5489594,10029.0
0,Mississippi,2015,1300932,338181,130201,614013,2122,14941,39652,230663,228088,193166,246956,156932,94565,43442,62431,903335,15502,30274,37281,63776,33226,12264,14596,189135,1543,18363,20807,81703,201699,343186,271747,163135,97506,102786,5.5,1943136,955218,2.61,2.65,1104371,126539,76535,81279,76302,65864,62610,54741,55265,48167,80726,102716,119535,69573,33958,27290,23271,40593.0,2992333,5037.0
1,Missouri,2015,2746644,1212347,211223,840114,5223,88827,64885,375459,411399,344084,426688,310084,293332,133909,377947,1936604,89876,90350,133461,108803,93263,58798,69349,164607,1533,44604,51459,201724,436970,596151,499402,349306,245073,321955,5.6,4042187,1866547,2.57,2.32,2374180,166333,133708,129286,138121,127680,136149,120519,121103,108063,194089,249314,285435,186139,98177,93433,86631,50238.0,6083672,8857.0
2,Montana,2015,494222,224376,49552,98131,4243,32691,14926,76781,66780,52591,95615,42945,47886,24106,69653,339405,16541,16615,18737,13873,12033,9349,8710,57930,1029,14503,15084,43589,88784,97059,75107,53851,43651,62594,5.4,691993,312089,2.5,2.26,414804,29708,23097,22977,27177,21648,24526,24141,19954,15585,36406,45370,48871,31151,16492,13262,14439,49509.0,1032949,2939.0
3,Nebraska,2015,820925,440046,58229,224922,2828,9628,22153,96691,98751,78879,131985,92538,81013,40556,174312,595285,30570,15734,21812,34665,40611,29480,23532,28806,430,13414,22251,71183,108927,135289,128877,107829,91481,141674,6.0,1275807,568006,2.6,2.24,744159,42657,36827,36030,41023,36402,39770,37763,34794,32086,61397,82098,98049,68011,35526,33059,28667,54996.0,1896190,4047.0
4,Nevada,2015,1209864,622936,25153,361369,6529,14312,31383,363885,330712,185404,153955,75239,35194,13384,12931,714256,56762,16056,73461,105813,69018,35653,71958,65121,1766,38775,43359,129674,224130,253777,211851,134789,83568,89941,5.2,1545410,1308699,2.75,2.73,1042065,67182,48258,50363,57403,53744,61644,52560,53263,49755,82304,116289,136009,84951,43753,44909,39678,52431.0,2890845,7777.0
5,New Hampshire,2015,622604,103292,78670,46002,232674,42472,9722,76789,67414,123672,93464,52796,44439,23773,128403,393169,34560,35601,34727,31809,19681,26712,11416,34670,259,9224,14932,53835,103444,117101,112236,80396,56870,74566,5.6,958581,330265,2.61,2.19,517615,20930,17770,20136,22589,17758,21204,20577,21835,19131,38161,53864,75714,56533,33421,40261,37731,70303.0,1330608,2132.0
6,New Jersey,2015,3593722,2398744,61082,385792,299222,14398,58209,341594,338770,417112,471680,481881,541871,272160,657618,1905668,340164,344885,234318,170689,187556,147503,226305,35904,730,84701,75612,366783,564327,604119,570766,450763,369090,507561,5.7,5749063,3022937,2.86,2.56,3187963,181016,113703,126828,134844,116420,128446,114396,115216,106666,209122,287857,388168,320554,222369,275874,346484,72222.0,8958013,12827.0
7,New Mexico,2015,914979,507367,60267,134640,692,46945,19214,151432,169371,150225,158739,95068,86895,39524,40943,582455,33057,17327,37264,28264,20897,17484,20733,155726,1772,23731,21875,72323,158732,220784,185045,112218,62758,57513,5.3,1398320,643707,2.72,2.6,761797,74958,48455,48997,48855,41571,44211,34348,36755,33615,58969,71076,83907,51752,32084,29416,22828,45382.0,2085109,3568.0
8,New York,2015,8207161,4202413,265224,808370,1649860,141016,110177,556425,491020,619465,817366,1008943,1221324,686446,2682006,3410801,400706,865490,605224,438239,331677,697740,1261803,191879,3602,371998,293864,1252708,1526455,1357912,1209353,832118,608635,754118,5.0,10745512,8475673,2.8,2.5,7233694,563955,359771,349323,336818,306117,316090,292356,276189,257741,502150,676048,852850,645747,416840,496206,585493,60850.0,19795791,13989.0
9,North Carolina,2015,4491090,934170,271792,2407444,134297,74765,165727,905970,907720,719201,629332,417043,313482,158725,249251,2901680,176383,96894,131633,192008,200009,117492,74482,597012,3497,75623,77252,308668,755782,1042382,841007,539929,366024,484423,5.5,6349353,3440766,2.59,2.48,3843745,284936,234345,228916,227496,216961,226490,196231,198719,171321,312536,370829,439110,271840,158795,150301,154919,47830.0,10042802,24639.0
10,North Dakota,2015,362889,130987,41709,123653,8473,1440,23211,54298,38777,43701,65393,33658,30978,17057,49897,209685,18226,9390,14214,14157,18422,37010,14184,27461,140,8385,9919,32837,61385,60432,50483,39617,35426,64405,5.7,486043,244284,2.51,2.03,313475,17358,15618,12933,14698,13075,16325,15446,14984,13002,21822,31842,42072,30483,19456,18496,15865,60557.0,756928,5919.0
11,Ohio,2015,5156546,3040522,244024,1071606,100929,88143,72058,508360,614654,469519,745872,628214,738407,312681,1052202,3527414,229952,225320,233639,256388,208003,104991,177256,192172,1411,75471,83944,356767,709819,980181,1018703,731920,527522,672219,5.9,7692311,3608967,2.55,2.26,4606655,351979,242642,251795,255536,237003,258204,227485,229272,194565,372294,482159,563975,368899,203861,196324,170662,51075.0,11613423,14579.0
12,Oklahoma,2015,1711515,770876,95737,555238,2382,26956,61932,237571,208793,244789,331053,204599,180563,92363,138043,1248373,32647,32823,45772,68186,56662,30530,35979,158357,2186,33699,30877,123991,276209,435999,355493,207614,120003,127630,5.4,2533400,1267965,2.64,2.5,1465951,113543,83887,85284,89942,77292,82765,73716,77552,65889,123848,153060,170402,108924,54554,53609,51684,48568.0,3911338,11809.0
13,Oregon,2015,1718509,595662,26882,774393,31373,106585,37434,249615,296406,184722,346315,162186,143721,87740,201371,1089675,73062,53796,71917,80653,61822,57375,86071,139870,4268,47869,62568,151186,306426,340887,301656,196935,138245,172737,5.4,2470007,1472008,2.6,2.44,1553205,104846,75629,78981,82634,83759,81320,70110,77236,63406,123266,168044,196347,123561,79533,71636,72897,54148.0,4028977,8999.0
14,Pennsylvania,2015,5603051,2549385,200754,1103995,837082,141835,82092,463110,529028,542150,693916,565257,776002,441846,1495885,3194264,1049251,245240,228039,186358,143167,114628,217483,222666,1955,101118,105136,399659,692587,896804,1212597,815484,614627,765039,6.0,8866826,3505320,2.6,2.26,4956037,329931,242383,259657,250019,242821,248180,224787,229380,203384,398035,514226,636154,421025,246256,256610,253189,55702.0,12802503,13765.0
27,Puerto Rico,2015,1573532,1215,13261,129768,200,249,13801,204030,242823,249300,351649,278534,146817,56420,29074,1063610,183729,54115,53474,67400,55102,31131,60037,4934,0,34173,47304,151204,376393,587782,247933,73433,33908,21402,4.8,2399203,1035519,2.87,2.69,1221851,367274,149694,123708,100471,69894,67285,55362,46686,36666,55546,55880,44469,19879,9388,10310,9339,18626.0,3474182,1084.0
15,Rhode Island,2015,462555,216129,11955,43085,124029,7228,4799,30940,32398,52111,53949,50938,57431,36642,142407,249761,16847,49852,57932,25407,17124,14294,25993,5076,269,11627,13032,46125,84487,97198,85493,51378,36130,37085,5.3,638854,375806,2.66,2.25,407484,32681,22733,18779,18949,17824,18069,18072,16752,14504,28963,38446,53412,36742,23669,25147,22742,58073.0,1056298,940.0
16,South Carolina,2015,2210150,410455,75921,1322225,20409,18149,82835,439158,431219,370407,340755,207519,153658,69628,98627,1388764,68803,45422,60929,104057,81227,49101,47748,362581,1518,29353,27303,117916,359930,534919,432417,290404,187701,230207,5.6,3258790,1500824,2.57,2.53,1857768,152319,116010,107167,113576,102288,105924,97454,97867,75650,151818,195842,216533,131671,67938,65643,60068,47238.0,4896146,16344.0
17,South Dakota,2015,380307,162018,53053,101989,6671,6677,14163,58418,49673,39531,62437,31348,34863,17784,69417,259588,14896,6505,10505,14700,16009,14804,8499,34669,132,6584,8276,29093,60551,67369,56644,48782,38180,64828,5.8,588214,236236,2.54,2.19,339437,20575,18765,15687,18787,17616,18290,16851,16713,16872,28317,38576,48145,27406,13187,11434,12216,53017.0,858469,2673.0
18,Tennessee,2015,2892407,825190,99323,1533971,9813,49845,91900,488819,523359,414418,462886,316518,259093,141844,176616,1991021,81874,85027,95975,135259,112785,56148,60053,271751,2514,40020,38171,191814,474637,637859,554863,368385,248979,337679,5.6,4297469,2149104,2.58,2.49,2530260,203139,151823,148120,156901,140571,147731,132970,125935,116859,212024,256440,282033,180815,91628,89259,94012,47275.0,6600299,16954.0
19,Texas,2015,10588236,3390924,293458,5637227,9351,35322,537135,2186766,1661828,1763120,1704562,994881,868278,364531,390948,6884564,274619,210858,349463,514777,700745,368834,505025,763428,15923,227915,309071,1091508,1756486,2241946,1922633,1209939,821239,1007499,5.4,17137610,9731175,2.98,2.65,9421412,621647,438819,467876,503866,456219,493549,433421,441776,396895,736484,957115,1127402,792113,481088,510402,562740,55653.0,27469114,116187.0
21,Utah,2015,1038065,780746,19320,111094,1297,11431,48143,222015,187459,136575,170831,75910,73457,38510,76726,708118,62791,32017,42761,37563,47066,33945,32454,40337,1013,16367,19759,67291,145844,152801,143182,125295,120094,247432,6.3,2114864,834087,3.3,2.88,930980,41482,33009,32743,39078,40510,43802,43294,43596,39756,81324,112784,139642,92603,50551,53165,43641,62912.0,2995919,8439.0
20,Vermont,2015,326874,45256,40280,12610,108532,42271,4639,35040,35906,52641,49771,29060,21009,9758,88396,217678,12565,21190,19712,15264,5089,7517,5461,22344,54,13372,11499,27169,50012,58150,57670,38478,30211,40313,5.6,439571,161032,2.44,2.16,254865,12426,13462,13876,14177,11282,12076,10634,11377,11443,22296,26926,36269,23963,11881,11978,10799,56990.0,626042,654.0
22,Virginia,2015,3468952,1029797,134535,1687103,153039,79382,104946,536657,558315,575532,560177,372409,324866,158392,259563,2132930,369981,61988,99116,169543,207284,64901,186337,175578,1294,54230,62929,231730,502867,609576,576462,443243,375032,612883,6.0,5400520,2738661,2.67,2.52,3106895,179078,117945,120840,130714,128140,130868,125258,135129,112780,233064,307469,399064,302811,193763,229887,260085,66262.0,8382993,18095.0
23,Washington,2015,2991584,947344,83835,1502485,54294,109150,98968,491549,515171,406241,478798,281864,235112,142575,318984,1900166,114080,73437,104768,138234,153411,134521,169676,196955,6336,85583,116009,277686,474809,513203,491644,364181,277770,390699,5.6,4525688,2503669,2.66,2.44,2728573,154446,103363,104545,114298,113172,123120,116671,117756,115140,206820,289639,375501,261750,170222,177245,184885,64129.0,7170351,22322.0
24,West Virginia,2015,885539,305996,34766,319204,19805,44782,17298,101454,121138,106627,146135,88667,86614,71894,144129,623756,21591,16763,27579,26129,16840,9578,13240,129218,845,22088,12481,49563,129796,199401,180052,122467,78427,91264,5.7,1320446,475494,2.49,2.34,734536,71062,48568,52535,49020,45223,41682,42220,38063,34500,56115,70820,79691,45609,24287,18784,16357,42019.0,1844128,1583.0
25,Wisconsin,2015,2656669,1515108,259440,361243,54122,94188,50286,337605,367352,266691,397681,265603,288579,150629,525010,1767962,114770,177625,98009,131638,88962,99501,83364,94144,694,48347,62060,228386,429225,537225,472321,332450,233177,313478,5.5,3927647,1695498,2.54,2.2,2319538,125160,108774,111803,126506,113631,125123,110317,113846,100074,201782,260514,325350,202974,111483,97077,85124,55638.0,5771337,7233.0
26,Wyoming,2015,269469,135634,22692,53623,449,12772,9939,46336,31889,39132,53744,21250,21421,13225,30552,174445,12709,3964,12217,11388,8159,6031,2758,37221,577,4207,6482,20111,40753,57908,42125,32730,27294,37859,5.6,394215,177749,2.53,2.42,228937,10739,10223,10838,11033,9492,12208,11043,10479,9241,18701,24225,33062,23271,15786,10752,7844,60214.0,586107,1981.0
52,US,2015,136367197,56983783,5589509,45232297,5992267,2361063,3363017,19745468,19133465,18612886,21275676,14826072,14329320,6922338,17513437,83813101,7998122,5072181,6081749,6591284,6229182,4919228,7087186,8457155,118009,3186248,3448613,12276436,22723595,27591823,24341764,16334545,11544540,14919633,287.70000000000005,204628201,112154446,138.84999999999997,127.27000000000001,119430101,8471821,6010793,6027298,6286144,5717018,6022623,5454120,5455027,4872219,9231734,11948008,14515810,10027855,6032402,6495731,6861498,54442.0,324893003,645518.0
28,Alabama,2016,2230180,528624,110784,1184158,2853,17764,88665,355056,411110,320499,363038,260860,191163,95099,115519,1529309,34266,47313,67572,92631,73099,43505,44299,296549,1637,26657,27048,131537,321706,518806,464650,297851,200341,241584,5.7,3314743,1428898,2.61,2.45,1852518,176641,120590,117332,108912,102080,103366,91011,86996,74864,149568,172123,210500,131506,72234,73159,61636,46257.0,4863300,29171.0
29,Alaska,2016,310672,121177,3726,30368,70918,16416,8969,49186,44762,82806,72691,26683,13787,4381,4407,200542,20740,16420,22360,14077,7117,8079,5118,15856,363,18953,21855,39021,62204,52375,44242,28651,19897,23474,4.8,476466,237602,2.97,2.69,248468,9066,7301,7545,8611,8600,8473,8481,8641,8927,20236,26130,35805,30674,19356,22973,17649,76440.0,741894,3000.0
30,Arizona,2016,2961136,813741,68204,1551914,2113,46732,87520,718092,583800,540530,506281,219552,161983,44330,47725,1891231,149817,36004,98122,123512,142252,71608,122190,317464,8936,78250,112746,298527,512671,632037,551055,346486,219303,210061,5.3,4273170,2501022,2.68,2.7,2519052,184109,123141,116678,130098,130486,123857,124089,128122,106138,218352,253777,315958,199132,118826,124871,121418,53558.0,6931071,51323.0
31,Arkansas,2016,1354801,443158,75539,575287,1155,41774,54658,222496,244002,199046,252057,141083,97095,51531,69215,942198,22946,45667,45397,48488,52207,19543,17549,159358,1448,32375,24742,95797,226115,335672,278060,161884,92826,107330,5.4,1913749,989424,2.59,2.44,1142718,101085,75579,71364,73293,67142,68962,59857,60179,53457,98492,110734,118374,75019,40069,35574,33538,44334.0,2988248,23618.0
32,California,2016,14061375,8286377,411060,3461462,29687,201493,242680,1571073,1543344,2145326,2485423,1887859,1907203,855734,1282072,8095544,984309,339902,794480,872172,727228,708661,1013434,513455,12190,548104,577457,1657628,2725838,2788506,2382115,1484907,965495,931325,5.0,20896832,17539616,3.01,2.92,12944178,699927,584989,526006,581059,495728,539507,498105,515009,457955,890403,1219707,1574447,1228401,805397,1019268,1308270,67739.0,39250017,140661.0
33,Colorado,2016,2339140,1462841,98087,478032,1715,38336,70406,425479,384674,335906,438383,205420,176434,62947,185862,1475203,162969,34975,77645,109087,132125,128845,123104,93474,1713,50461,87355,232680,358349,372794,343597,256842,235640,401422,5.7,3602782,1819638,2.64,2.45,2108992,108697,80074,81207,90408,84492,88961,89926,90355,81731,167806,224015,287881,205649,126674,148964,152152,65685.0,5540545,53629.0
36,Connecticut,2016,1499145,476852,55631,230532,554283,23580,23228,105706,111257,185652,200702,205704,213553,107669,336476,873350,82285,126683,126707,85880,59221,53632,78169,12430,788,32415,41460,138203,244364,266664,261795,194480,142007,177757,5.6,2358035,1103461,2.68,2.31,1357269,70599,49894,49971,52631,49020,54231,53814,49576,45788,90352,123237,173563,133351,99783,111347,150112,73433.0,3576452,9198.0
34,Delaware,2016,426154,150877,37262,114528,40914,3808,19388,83510,66980,56259,51108,43356,41723,20920,32408,246431,69916,6815,9279,17421,21710,8691,11730,33947,214,4272,4056,22112,54085,68832,80388,76504,52789,63116,6.2,657105,269901,2.68,2.54,351085,20673,12893,12843,16476,14993,18790,16634,14516,15046,26974,37988,48649,32836,22554,19635,19585,61757.0,952065,10502.0
35,District of Columbia,2016,313703,149306,2508,120323,3787,37,11894,23755,11427,12852,23629,33874,40461,43399,104659,34643,77814,8668,24853,19814,34261,25589,87954,107,0,24628,31038,62980,60284,36355,29981,22358,17221,28858,4.1,266396,375005,2.41,2.19,281241,30145,14621,9700,9692,8825,9203,6917,7421,7168,14804,21465,28086,25982,18094,26539,42579,75506.0,681170,7753.0
37,Florida,2016,9302140,342799,67492,6995113,8892,11639,251627,1815939,1596306,1884675,1684226,854367,662003,194185,199732,5057293,583925,211104,362317,466710,532801,528208,720619,829927,9236,192640,213063,927768,2025430,2132159,1667660,978512,605036,559872,5.1,12820967,7357755,2.64,2.71,7573456,540162,380118,396960,439214,412385,420447,400969,390918,330999,635701,767782,880905,556443,325589,326855,368009,50860.0,20612439,159080.0
38,Georgia,2016,4219103,1453586,169822,2007390,6691,31445,119963,916025,886876,716207,589561,360459,263627,116642,181678,2777765,157465,95032,128347,212165,198315,109534,143642,393457,3381,61278,61349,258055,598110,870652,801258,551998,411894,604509,5.8,6274379,3779087,2.77,2.67,3686135,277504,186590,181811,199645,176851,189701,169644,176921,154377,296332,380388,448149,298285,171992,182522,195423,53559.0,10310371,68065.0
40,Hawaii,2016,537170,9951,5212,129907,253,668,17168,68449,75066,80310,120371,82035,47435,18708,20782,284027,49772,11288,22835,36877,27145,27926,76158,923,219,28788,45806,77220,104577,111339,72782,39713,27885,29060,4.6,823885,560385,3.16,2.87,455868,25137,16648,11893,16616,13662,16707,16293,16772,14658,31912,48932,62561,50444,34713,37177,41743,74511.0,1428557,6846.0
39,Idaho,2016,700829,317194,29878,204797,8601,41276,23543,151227,125733,77432,129846,42923,45346,29119,57224,513442,21318,17360,28941,20025,15731,11979,15958,54347,1728,17069,15170,39982,107728,144427,119628,79398,69111,108316,5.7,1159546,493542,2.77,2.56,610872,44642,30409,30516,31791,28162,34272,33305,29576,31127,53795,71316,73915,47953,26672,24339,19082,51807.0,1683140,18436.0
41,Illinois,2016,5327165,3737533,198339,796090,6534,22615,81960,584332,576743,482049,764438,637818,686277,333580,1144123,3141508,302044,298734,343654,348189,203027,187603,368824,132229,1353,149715,121604,442292,842573,1052607,938987,642796,488123,648468,5.6,8539219,3961501,2.71,2.36,4822046,337376,207545,218520,230530,204542,221396,205960,207969,179736,357549,466236,616501,453179,273401,312819,328787,60960.0,12801539,35845.0
42,Indiana,2016,2854595,1521013,177100,740225,16749,56087,75679,354527,414314,289436,398193,314844,312771,166571,495818,2076116,110402,69059,102898,138834,96654,61779,63021,135237,595,39766,42800,179617,416921,593623,560237,383621,267155,370855,5.8,4546414,1899587,2.63,2.37,2533270,169319,120810,128712,140106,132682,135528,133535,129908,110596,216221,284279,323239,204822,110106,105506,87901,52314.0,6633053,32442.0
43,Iowa,2016,1380087,758616,161914,287406,5726,16908,42526,151459,147006,107115,197963,146459,139963,71069,354263,1016658,53074,30920,48610,53202,53120,48345,24744,50996,418,17812,29560,101576,208633,240151,235762,180264,148746,217583,5.9,2225787,808390,2.53,2.21,1247932,72996,54335,58382,64916,63190,63714,57855,62133,55490,106820,135524,173355,109741,63823,56555,49103,56247.0,3134693,22264.0
44,Kansas,2016,1259870,726993,82676,273250,1671,18748,30595,145217,161031,145377,190411,124392,168004,71883,207282,915910,58009,33509,45429,48817,45713,30817,27421,53482,763,25090,25157,88438,181579,231047,217788,173093,130003,187675,5.9,1929600,898647,2.65,2.36,1110407,68603,51932,49696,59233,57524,59547,55667,57728,48542,91758,120538,139810,96217,54318,50333,48961,54935.0,2907289,15678.0
45,Kentucky,2016,1965577,639630,105573,898114,14744,43963,57057,299411,334286,245440,323331,221091,183281,84984,193289,1316580,48557,58290,86281,91670,67004,26925,30102,239571,597,28624,33127,132757,331242,438938,379171,237116,164617,219985,5.5,2947165,1358561,2.57,2.39,1717706,164883,107718,105699,96037,93583,94616,86913,83909,71296,134990,173468,196195,120968,69774,59053,58604,46659.0,4436974,23407.0
46,Louisiana,2016,2037067,574827,36189,1091269,920,8878,82911,295449,254342,304360,377020,261041,199596,83050,143707,1328833,51785,86281,89970,67743,58150,37939,49797,263349,3220,29789,42632,158894,350880,526761,396657,230037,152474,148943,5.3,3017000,1536054,2.73,2.5,1720801,177657,111597,116369,105727,91499,89807,84156,81454,69419,124751,155107,178891,119432,74537,75391,65007,45146.0,4681666,35591.0
